product_id,name,brand,price_eur,category,sub_category,style_category,price_range,image_url,image_score,selected,local_images,image_count,all_image_urls
,Go by Van Marcke D-Shape Design – wit,Ink,1048.99,Bathtub,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/van-marcke/400x400/8141eae67fd10fa661c5cf0800d6d36f.jpg/go-by-van-marcke-d-shape-design-halfvrijstaand-bad-180x80x60cm-hoek-links-acryl-glans-wit-sw1009238.jpg,9,True,images/go-by-van-marcke-badkamermeubelset---120x65x455cm---2-lades---greeploos---2-wasbakken-wit-mat---2-kraangaten---met-spiegel---mdf-standard-white/12b675cbb6ffc0eb421f90149733ac58.webp;images/go-by-van-marcke-badkamermeubelset---120x65x455cm---2-lades---greeploos---2-wasbakken-wit-mat---2-kraangaten---met-spiegel---mdf-standard-white/9d3e36a8e47a2cce1b5184141a004995.webp;images/go-by-van-marcke-badkamermeubelset---120x65x455cm---2-lades---greeploos---2-wasbakken-wit-mat---2-kraangaten---met-spiegel---mdf-standard-white/e961aa75b99d9a7fe697d48af642298a.webp;images/go-by-van-marcke-badkamermeubelset---120x65x455cm---2-lades---greeploos---2-wasbakken-wit-mat---2-kraangaten---met-spiegel---mdf-standard-white/ca7715a3af5eeb1ecb3a907166c07e62.webp;images/go-by-van-marcke-badkamermeubelset---120x65x455cm---2-lades---greeploos---2-wasbakken-wit-mat---2-kraangaten---met-spiegel---mdf-standard-white/5a2a4a2b342e3044cd8d0e9e032e4c26.webp;images/go-by-van-marcke-badkamermeubelset---120x65x455cm---2-lades---greeploos---2-wasbakken-wit-mat---2-kraangaten---met-spiegel---mdf-standard-white/9fac6aad1b794a8cbf9f28cb251c13ce.webp;images/go-by-van-marcke-badkamermeubelset---120x65x455cm---2-lades---greeploos---2-wasbakken-wit-mat---2-kraangaten---met-spiegel---mdf-standard-white/d05b8fd1dd92db5ba282696dc6615508.jpg,7,https://static.rorix.nl/image/product/overig/640x640/12b675cbb6ffc0eb421f90149733ac58.webp;https://static.rorix.nl/image/product/overig/300x300/9d3e36a8e47a2cce1b5184141a004995.webp;https://static.rorix.nl/image/product/overig/480x480/e961aa75b99d9a7fe697d48af642298a.webp;https://static.rorix.nl/image/product/overig/210x210/ca7715a3af5eeb1ecb3a907166c07e62.webp;https://static.rorix.nl/image/product/overig/320x320/5a2a4a2b342e3044cd8d0e9e032e4c26.webp;https://static.rorix.nl/image/product/overig/960x960/9fac6aad1b794a8cbf9f28cb251c13ce.webp;https://static.rorix.nl/image/product/overig/300x300/d05b8fd1dd92db5ba282696dc6615508.jpg
,"Ideavit Solidnova half vrijstaand bad – mat wit, wit",Ink,4900.0,Bathtub,,luxury_premium,ultra_luxury,https://static.rorix.nl/image/product/overig/400x400/b44f29392e94078aaaf96c426413c05c.jpg/ideavit-solidnova-half-vrijstaand-bad-180x80x56cm-solid-surface-hoek-links-mat-wit-sw857504.jpg,9,True,images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/579b14db5175c.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001516490.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/80c3cd542816134619346a8af1a959a1.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/499e3c1bba4469306008e8d51619d450.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/10be45cbc8dbdc65f992b052ce78d3b3.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001596484.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/70e8ef702b0863d7774f495171337716.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/69af48d52f6ca572425c58379acabeb7.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/5f947373e37d26b83a537736e0ae381a.jpg,10,https://static.rorix.nl/image/product/overig/300x300/579b14db5175c.webp;https://static.rorix.nl/image/product/overig/2000x2000/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;https://static.rorix.nl/image/product/galvano/480x480/D130001001516490.jpg;https://static.rorix.nl/image/product/overig/2000x2000/80c3cd542816134619346a8af1a959a1.jpg;https://static.rorix.nl/image/product/overig/640x640/499e3c1bba4469306008e8d51619d450.jpg;https://static.rorix.nl/image/product/overig/210x210/10be45cbc8dbdc65f992b052ce78d3b3.jpg;https://static.rorix.nl/image/product/galvano/960x960/D130001001596484.jpg;https://static.rorix.nl/image/product/overig/480x480/70e8ef702b0863d7774f495171337716.webp;https://static.rorix.nl/image/product/overig/2000x2000/69af48d52f6ca572425c58379acabeb7.jpg;https://static.rorix.nl/image/product/overig/300x300/5f947373e37d26b83a537736e0ae381a.jpg
,"Looox Bath collection hoekbad – mat wit, wit",Ink,1632.0,Bathtub,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/71c602ee4f341a9d32b2423dd188cd9d.jpg/looox-bath-collection-hoekbad-170x70x55cm-links-mat-wit-sw809936.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/71c602ee4f341a9d32b2423dd188cd9d.jpg/looox-bath-collection-hoekbad-170x70x55cm-links-mat-wit-sw809936.jpg
,Looox Bath collection hoekbad – wit,Unknown,1458.0,Bathtub,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/b0e9c2ba774aafc31a7d3409796037ba.jpg/looox-bath-collection-hoekbad-170x70x55cm-rechts-wit-glans-sw810126.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/b0e9c2ba774aafc31a7d3409796037ba.jpg/looox-bath-collection-hoekbad-170x70x55cm-rechts-wit-glans-sw810126.jpg
,"Looox Cool semi-vrijstaand ligbad – mat wit, wit",Unknown,1483.0,Bathtub,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/f1d9ad54b68d3fd2c7c17616b6566e6c.jpg/looox-cool-semi-vrijstaand-ligbad-170x80x57cm-acryl-mat-wit-sw730663.jpg,9,True,images/arcqua-ica-vrijstaand-ligbad-170x80cm-mat-wit/ad21292f548cbb769da0f57e018b53ad.webp;images/arcqua-ica-vrijstaand-ligbad-170x80cm-mat-wit/8a1a78f248233e42a291e6a485c867b6.jpg;images/arcqua-ica-vrijstaand-ligbad-170x80cm-mat-wit/f238e2ab90e32d4f3f1fa5e48a7455ea.jpg;images/arcqua-ica-vrijstaand-ligbad-170x80cm-mat-wit/cc3af0047bf9e14cf611a7553773d06b.jpg,4,https://static.rorix.nl/image/product/overig/300x300/ad21292f548cbb769da0f57e018b53ad.webp;https://static.rorix.nl/image/product/overig/200x200/8a1a78f248233e42a291e6a485c867b6.jpg;https://static.rorix.nl/image/product/overig/320x320/f238e2ab90e32d4f3f1fa5e48a7455ea.jpg;https://static.rorix.nl/image/product/overig/300x300/cc3af0047bf9e14cf611a7553773d06b.jpg
,RIHO Aryl ligbad 140x90cm Hoekopstelling Links Wit glans – wit,Riho,530.0,Bathtub,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/81b884b90eb8d2b0b5152d950cdb5a57.jpg/riho-aryl-ligbad-140x90cm-hoekopstelling-links-wit-glans-310519.jpg,9,True,images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/036b912b92ffbbe917a8173a0dd3df08.jpg;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/6852cc0c7a3b90abf4e8e41b9ce610d9.jpg;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/c1ff8527fb8cc131248dcca041ae347e.webp;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/30d33578aaffa2d5a45dcf87d316639c.jpg;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/4ef840b1551d4e24393ca8b196c6a45d.webp,5,https://static.rorix.nl/image/product/overig/480x480/036b912b92ffbbe917a8173a0dd3df08.jpg;https://static.rorix.nl/image/product/overig/2000x2000/6852cc0c7a3b90abf4e8e41b9ce610d9.jpg;https://static.rorix.nl/image/product/overig/320x320/c1ff8527fb8cc131248dcca041ae347e.webp;https://static.rorix.nl/image/product/overig/300x300/30d33578aaffa2d5a45dcf87d316639c.jpg;https://static.rorix.nl/image/product/overig/300x300/4ef840b1551d4e24393ca8b196c6a45d.webp
,RIHO Aryl ligbad 153x100cm Hoekopstelling Rechts Wit glans – wit,Riho,630.0,Bathtub,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/e2da650bda8a93abc23721c38b2dcadd.jpg/riho-aryl-ligbad-153x100cm-hoekopstelling-rechts-wit-glans-312037.jpg,9,True,images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/579b14db5175c.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001516490.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/80c3cd542816134619346a8af1a959a1.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/499e3c1bba4469306008e8d51619d450.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/10be45cbc8dbdc65f992b052ce78d3b3.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001596484.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/70e8ef702b0863d7774f495171337716.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/69af48d52f6ca572425c58379acabeb7.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/5f947373e37d26b83a537736e0ae381a.jpg,10,https://static.rorix.nl/image/product/overig/300x300/579b14db5175c.webp;https://static.rorix.nl/image/product/overig/2000x2000/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;https://static.rorix.nl/image/product/galvano/480x480/D130001001516490.jpg;https://static.rorix.nl/image/product/overig/2000x2000/80c3cd542816134619346a8af1a959a1.jpg;https://static.rorix.nl/image/product/overig/640x640/499e3c1bba4469306008e8d51619d450.jpg;https://static.rorix.nl/image/product/overig/210x210/10be45cbc8dbdc65f992b052ce78d3b3.jpg;https://static.rorix.nl/image/product/galvano/960x960/D130001001596484.jpg;https://static.rorix.nl/image/product/overig/480x480/70e8ef702b0863d7774f495171337716.webp;https://static.rorix.nl/image/product/overig/2000x2000/69af48d52f6ca572425c58379acabeb7.jpg;https://static.rorix.nl/image/product/overig/300x300/5f947373e37d26b83a537736e0ae381a.jpg
,RIHO Neo hoekbad 140x140cm Wit glans – wit,Riho,870.0,Bathtub,,modern_minimalist,mid_range,https://static.rorix.nl/image/product/overig/400x400/52cbd3981cc35.jpg/riho-neo-hoekbad-140x140cm-wit-glans-310529.jpg,9,True,images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/036b912b92ffbbe917a8173a0dd3df08.jpg;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/6852cc0c7a3b90abf4e8e41b9ce610d9.jpg;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/c1ff8527fb8cc131248dcca041ae347e.webp;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/30d33578aaffa2d5a45dcf87d316639c.jpg;images/zeza-grand-half-vrijstaand-hoekbad---links---180x80x58cm---met-afvoer---acryl---glans-wit/4ef840b1551d4e24393ca8b196c6a45d.webp,5,https://static.rorix.nl/image/product/overig/480x480/036b912b92ffbbe917a8173a0dd3df08.jpg;https://static.rorix.nl/image/product/overig/2000x2000/6852cc0c7a3b90abf4e8e41b9ce610d9.jpg;https://static.rorix.nl/image/product/overig/320x320/c1ff8527fb8cc131248dcca041ae347e.webp;https://static.rorix.nl/image/product/overig/300x300/30d33578aaffa2d5a45dcf87d316639c.jpg;https://static.rorix.nl/image/product/overig/300x300/4ef840b1551d4e24393ca8b196c6a45d.webp
,Riho Desire halfvrijstaand bad – wit,Riho,2443.0,Bathtub,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/9135b2d01e29c21acffa013927e23f2c.jpg/riho-desire-halfvrijstaand-bad-180x84cm-middenopstelling-met-chromen-badvuller-acryl-wit-glans-sw370625.jpg,9,True,images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/5dcdc04510893a2b7e6de50f075fd802.jpg;images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/0084d06747abff671bf59cf7991f3019.webp,2,https://static.rorix.nl/image/product/van-marcke/400x400/5dcdc04510893a2b7e6de50f075fd802.jpg;https://static.rorix.nl/image/product/van-marcke/480x480/0084d06747abff671bf59cf7991f3019.webp
,Riho Desire hoekbad – wit,Riho,2394.0,Bathtub,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/04d1a970ba7b60a982261f2080448349.jpg/riho-desire-hoekbad-170x77cm-hoekopstelling-links-met-chromen-badvuller-acryl-wit-hoogglans-sw925251.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/04d1a970ba7b60a982261f2080448349.jpg/riho-desire-hoekbad-170x77cm-hoekopstelling-links-met-chromen-badvuller-acryl-wit-hoogglans-sw925251.jpg
,Riho Devotion halfvrijstaand bad – wit,Riho,3649.0,Bathtub,,luxury_premium,ultra_luxury,https://static.rorix.nl/image/product/overig/400x400/191088cbd5e2f3489f160b16f8485cb7.jpg/riho-devotion-halfvrijstaand-bad-180x80cm-middenopstelling-sparkle-met-chromen-badvuller-acryl-wit-hoogglans-sw547965.jpg,9,True,images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/5dcdc04510893a2b7e6de50f075fd802.jpg;images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/0084d06747abff671bf59cf7991f3019.webp,2,https://static.rorix.nl/image/product/van-marcke/400x400/5dcdc04510893a2b7e6de50f075fd802.jpg;https://static.rorix.nl/image/product/van-marcke/480x480/0084d06747abff671bf59cf7991f3019.webp
,Riho Modesty vrijstaand bad – wit,Riho,4276.0,Bathtub,,luxury_premium,ultra_luxury,https://static.rorix.nl/image/product/overig/400x400/07f7e0476f8d29fc144cc621ddc683d7.jpg/riho-modesty-vrijstaand-bad-170x76cm-sparkle-met-chromen-badvuller-acryl-wit-velvet-sw548017.jpg,9,True,images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/579b14db5175c.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001516490.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/80c3cd542816134619346a8af1a959a1.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/499e3c1bba4469306008e8d51619d450.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/10be45cbc8dbdc65f992b052ce78d3b3.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001596484.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/70e8ef702b0863d7774f495171337716.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/69af48d52f6ca572425c58379acabeb7.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/5f947373e37d26b83a537736e0ae381a.jpg,10,https://static.rorix.nl/image/product/overig/300x300/579b14db5175c.webp;https://static.rorix.nl/image/product/overig/2000x2000/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;https://static.rorix.nl/image/product/galvano/480x480/D130001001516490.jpg;https://static.rorix.nl/image/product/overig/2000x2000/80c3cd542816134619346a8af1a959a1.jpg;https://static.rorix.nl/image/product/overig/640x640/499e3c1bba4469306008e8d51619d450.jpg;https://static.rorix.nl/image/product/overig/210x210/10be45cbc8dbdc65f992b052ce78d3b3.jpg;https://static.rorix.nl/image/product/galvano/960x960/D130001001596484.jpg;https://static.rorix.nl/image/product/overig/480x480/70e8ef702b0863d7774f495171337716.webp;https://static.rorix.nl/image/product/overig/2000x2000/69af48d52f6ca572425c58379acabeb7.jpg;https://static.rorix.nl/image/product/overig/300x300/5f947373e37d26b83a537736e0ae381a.jpg
,Riho Phatos Halfvrijstaand Bad – grijs,Riho,2328.0,Bathtub,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/457c55ec04c5a5aef1268c04bb620d9f.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-acryl-mat-stone-grey-grijs--sw1185381.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/457c55ec04c5a5aef1268c04bb620d9f.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-acryl-mat-stone-grey-grijs--sw1185381.jpg
,"Riho Phatos Halfvrijstaand Bad – mat wit, wit",Riho,2112.0,Bathtub,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/4991ca55062e2f60aa5f949205bc4bba.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-acryl-velvet-mat-wit-sw1185382.jpg,9,True,images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/5dcdc04510893a2b7e6de50f075fd802.jpg;images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/0084d06747abff671bf59cf7991f3019.webp,2,https://static.rorix.nl/image/product/van-marcke/400x400/5dcdc04510893a2b7e6de50f075fd802.jpg;https://static.rorix.nl/image/product/van-marcke/480x480/0084d06747abff671bf59cf7991f3019.webp
,Riho Phatos Halfvrijstaand Bad – wit,Riho,1784.0,Bathtub,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/4991ca55062e2f60aa5f949205bc4bba.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-acryl-glans-wit-sw1185380.jpg,9,True,images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/5dcdc04510893a2b7e6de50f075fd802.jpg;images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/0084d06747abff671bf59cf7991f3019.webp,2,https://static.rorix.nl/image/product/van-marcke/400x400/5dcdc04510893a2b7e6de50f075fd802.jpg;https://static.rorix.nl/image/product/van-marcke/480x480/0084d06747abff671bf59cf7991f3019.webp
,Riho Phatos Halfvrijstaand bad – grijs,Riho,2328.0,Bathtub,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/3debe1533319793f3ca6a9c0b9792f50.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-hoek-links-acryl-mat-stone-grey-grijs--sw1185384.jpg,9,True,,1,https://static.rorix.nl/image/product/overig/400x400/3debe1533319793f3ca6a9c0b9792f50.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-hoek-links-acryl-mat-stone-grey-grijs--sw1185384.jpg
,"Riho Phatos Halfvrijstaand bad – mat wit, wit",Riho,2112.0,Bathtub,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/7df5f63df04c161425f27a5284d155f2.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-hoek-rechts-acryl-mat-wit-sw1185388.jpg,9,True,images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/5dcdc04510893a2b7e6de50f075fd802.jpg;images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/0084d06747abff671bf59cf7991f3019.webp,2,https://static.rorix.nl/image/product/van-marcke/400x400/5dcdc04510893a2b7e6de50f075fd802.jpg;https://static.rorix.nl/image/product/van-marcke/480x480/0084d06747abff671bf59cf7991f3019.webp
,Riho Phatos Halfvrijstaand bad – wit,Riho,1784.0,Bathtub,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/7df5f63df04c161425f27a5284d155f2.jpg/riho-phatos-halfvrijstaand-bad-170x80cm-hoek-rechts-acryl-glans-wit-sw1185386.jpg,9,True,images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/5dcdc04510893a2b7e6de50f075fd802.jpg;images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/0084d06747abff671bf59cf7991f3019.webp,2,https://static.rorix.nl/image/product/van-marcke/400x400/5dcdc04510893a2b7e6de50f075fd802.jpg;https://static.rorix.nl/image/product/van-marcke/480x480/0084d06747abff671bf59cf7991f3019.webp
,Riho Rethink Cubic halfvrijstaand bad met panelen – wit,Riho,1629.0,Bathtub,,premium,premium,https://static.rorix.nl/image/product/overig/400x400/fe2364a2d06e2f49315f67219016c929.jpg/riho-rethink-cubic-halfvrijstaand-bad-met-panelen-160x70cm-acryl-rechts-in-hoek-glans-wit-sw547802.jpg,9,True,images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/5dcdc04510893a2b7e6de50f075fd802.jpg;images/go-by-van-marcke-d-shape-design---halfvrijstaand-bad---180x80x60cm---hoek-links---acryl---mat-wit/0084d06747abff671bf59cf7991f3019.webp,2,https://static.rorix.nl/image/product/van-marcke/400x400/5dcdc04510893a2b7e6de50f075fd802.jpg;https://static.rorix.nl/image/product/van-marcke/480x480/0084d06747abff671bf59cf7991f3019.webp
,"Riho Valor half vrijstaand ligbad – mat wit, wit",Riho,3796.0,Bathtub,,luxury_premium,ultra_luxury,https://static.rorix.nl/image/product/overig/400x400/79d1cb2a37fd5052e1744aeb6d8930b1.jpg/riho-valor-half-vrijstaand-ligbad-180x80x56cm-half-vrijstaand-solid-surface-mat-wit-sw416724.jpg,9,True,images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/579b14db5175c.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001516490.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/80c3cd542816134619346a8af1a959a1.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/499e3c1bba4469306008e8d51619d450.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/10be45cbc8dbdc65f992b052ce78d3b3.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/D130001001596484.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/70e8ef702b0863d7774f495171337716.webp;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/69af48d52f6ca572425c58379acabeb7.jpg;images/villeroy-amp-boch-loop-amp-friends-half-vrijstaand-bad---180x80cm---hoek-rechts---acryl-wit-alpin-glans/5f947373e37d26b83a537736e0ae381a.jpg,10,https://static.rorix.nl/image/product/overig/300x300/579b14db5175c.webp;https://static.rorix.nl/image/product/overig/2000x2000/7d2a1a0563fb75d23eec1efe59a04bcd.jpg;https://static.rorix.nl/image/product/galvano/480x480/D130001001516490.jpg;https://static.rorix.nl/image/product/overig/2000x2000/80c3cd542816134619346a8af1a959a1.jpg;https://static.rorix.nl/image/product/overig/640x640/499e3c1bba4469306008e8d51619d450.jpg;https://static.rorix.nl/image/product/overig/210x210/10be45cbc8dbdc65f992b052ce78d3b3.jpg;https://static.rorix.nl/image/product/galvano/960x960/D130001001596484.jpg;https://static.rorix.nl/image/product/overig/480x480/70e8ef702b0863d7774f495171337716.webp;https://static.rorix.nl/image/product/overig/2000x2000/69af48d52f6ca572425c58379acabeb7.jpg;https://static.rorix.nl/image/product/overig/300x300/5f947373e37d26b83a537736e0ae381a.jpg
